,Title,Author,Editor,AutGen,EdGen,AutM,AutF,EdM,EdF,Type,Importance,Year,Publisher,Convener,Rank,Cluster,Level,Weighted,Senior,Female,single.female,single.male,Single,Top,Top.Press,two,three,female.comale,female.cofemale,Self,male.comale,male.cofemale,Male,book,article
8779,"Patterns of empire: the British and American empires, 1688 to the present","Go, Julian",,M,,1,0,0,0,Book,Background,2011,Cambridge University Press,M,Associate,Theory,Masters,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
8780,Inside/outside: international relations as political theory,"Walker, R. B. J.",,M,,1,0,0,0,Book,Background,1993,Cambridge University Press,M,Associate,Theory,Masters,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
8781,Race and racism in international relations: confronting the global colour line,"Mills, Charles","Anievas, Alexander; Manchanda, Nivi; Shilliam, Robbie",M,MFMM,1,0,3,1,Book,Background,2015,Routledge,M,Associate,Theory,Masters,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
8782,Signs: Journal of Women in Culture and Society,"Cohn, Carol",,F,,0,1,0,0,Article,Background,1987,,M,Associate,Theory,Masters,1,1,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
8783,World of our making: rules and rule in social theory and international relations,"Onuf, Nicholas Greenwood",,M,,1,0,0,0,Book,Background,1989,University of South Carolina Press,M,Associate,Theory,Masters,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
8784,"The global transformation: history, modernity and the making of international relations","Buzan, Barry; Lawson, George",,MM,,2,0,0,0,Book,Background,2015,,M,Associate,Theory,Masters,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,1,0
8785,European Journal of International Relations,"Hobson, John M.",,M,,1,0,0,0,Article,Background,2005,Sage Publications Ltd.,M,Associate,Theory,Masters,0,1,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
8786,Imperialism and internationalism in the discipline of international relations,"Vitalis, Robert","Schmidt, Brian C.; Long, David",M,MM,1,0,2,0,Book,Background,2005,State University of New York Press,M,Associate,Theory,Masters,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
8787,International Security,"Lake, David A.",,M,,1,0,0,0,Article,Background,2007,The MIT Press,M,Associate,Theory,Masters,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,0,1
8788,Survival,"Roberts, Adams",,M,,1,0,0,0,Article,Background,2003,,M,Associate,Theory,Masters,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
8789,Review of International Studies,"Weber, Cynthia",,F,,0,1,0,0,Article,Background,2010,,M,Associate,Theory,Masters,1,1,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
8790,Security Studies,"Sjoberg, Laura",,F,,0,1,0,0,Article,Essential,2009,,M,Associate,Theory,Masters,1,1,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
8791,International Security,"Mearsheimer, John J.",,M,,1,0,0,0,Article,Background,NA,The MIT Press,M,Associate,Theory,Masters,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,0,1
8792,State sovereignty as social construct,"Biersteker, Thomas J.; Weber, Cynthia",,MF,,1,1,0,0,Book,Background,1996,Cambridge University Press,M,Associate,Theory,Masters,0.5,1,1,0,0,0,0,1,1,0,1,0,FALSE,0,1,0,1,0
8794,Janus and Minerva: essays in the theory and practice of international politics,"Hoffmann, Stanley",,M,,1,0,0,0,Book,Background,1987,Westview Press,M,Associate,Theory,Masters,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
8795,"A search for sovereignty: law and geography in European empires, 1400-1900","Benton, Lauren A.",,F,,0,1,0,0,Book,Background,2010,Cambridge University Press,M,Associate,Theory,Masters,1,1,1,1,0,1,0,1,0,0,0,0,FALSE,0,0,0,1,0
8796,Review of International Studies,"Buzan, Barry",,M,,1,0,0,0,Article,Background,2001,,M,Associate,Theory,Masters,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
8797,Security Dialogue,"Bilgin, Pilar",,F,,0,1,0,0,Article,Background,2010,,M,Associate,Theory,Masters,1,1,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
8798,The origins of major war,"Copeland, Dale C.",,M,,1,0,0,0,Book,Background,2000,Cornell University Press,M,Associate,Theory,Masters,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
8799,International Studies Quarterly,"Smith, Steve M.",,M,,1,0,0,0,Article,Background,2004,,M,Associate,Theory,Masters,0,1,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
8800,Scientific man vs. power politics,"Morgenthau, Hans J.",,M,,1,0,0,0,Book,Background,1946,University of Chicago Press,M,Associate,Theory,Masters,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
8801,Explaining international relations since 1945,"Woods, Ngaire",,F,,0,1,0,0,Book,Background,1996,Oxford University Press,M,Associate,Theory,Masters,1,1,1,1,0,1,0,1,0,0,0,0,FALSE,0,0,0,1,0
8802,American Political Science Review,"Lustick, Ian S.",,M,,1,0,0,0,Article,Background,1996,American Political Science Association,M,Associate,Theory,Masters,0,1,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
8803,Theory of International Politics,"Waltz, Kenneth N.",,M,,1,0,0,0,Book,Essential,1979,,M,Associate,Theory,Masters,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
8804,Review of International Studies,"Hirst, Paul",,M,,1,0,0,0,Article,Background,2001,Cambridge University Press,M,Associate,Theory,Masters,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,0,1
8805,International Organization,"Osiander, Andreas",,M,,1,0,0,0,Article,Background,2001,,M,Associate,Theory,Masters,0,1,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
8807,International Organization,"Guzzini, Stefano",,M,,1,0,0,0,Article,Background,1993,,M,Associate,Theory,Masters,0,1,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
8808,Political theology: four chapters on the concept of sovereignty,"Schmitt, Carl",,M,,1,0,0,0,Book,Background,2005,University of Chicago Press,M,Associate,Theory,Masters,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
8809,"Imperialism, sovereignty, and the making of international law","Anghie, Antony",,M,,1,0,0,0,Book,Background,2005,Cambridge University Press,M,Associate,Theory,Masters,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
8810,European Journal of International Relations,"Humphreys, A.R.C.",,M,,1,0,0,0,Article,Background,2011,,M,Associate,Theory,Masters,0,1,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
8811,Feminist Studies,"Haraway, Donna",,F,,0,1,0,0,Article,Background,1988,"Feminist Studies, Inc.",M,Associate,Theory,Masters,1,1,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
8812,The conduct of inquiry in international relations: philosophy of science and its implications for the study of world politics,"Jackson, Patrick Thaddeus",,M,,1,0,0,0,Book,Background,2011,Routledge,M,Associate,Theory,Masters,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
8813,American diplomacy,"Kennan, George F.",,M,,1,0,0,0,Book,Background,1984,University of Chicago Press,M,Associate,Theory,Masters,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
8814,Review of International Studies,"Zhang, Yongjin",,M,,1,0,0,0,Article,Background,1991,,M,Associate,Theory,Masters,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
8815,European Journal of International Relations,"Donnelly, J.",,M,,1,0,0,0,Article,Background,2006,,M,Associate,Theory,Masters,0,1,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
8816,Constructivism and international relations: Alexander Wendt and his critics,"Guzzini, Stefano; Leander, Anna",,MF,,1,1,0,0,Book,Background,2006,Routledge,M,Associate,Theory,Masters,0.5,1,1,0,0,0,0,1,1,0,1,0,FALSE,0,1,0,1,0
8817,"The myth of 1648: class, geopolitics, and the making of modern international relations","Teschke, Benno",,M,,1,0,0,0,Book,Background,2003,Verso,M,Associate,Theory,Masters,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
8818,Retreat from doomsday: the obsolescence of major war,"Mueller, John",,M,,1,0,0,0,Book,Background,1996,University of Rochester Press,M,Associate,Theory,Masters,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
8819,Review of International Studies,"Schmidt, Brian C.",,M,,1,0,0,0,Article,Background,2004,,M,Associate,Theory,Masters,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
8820,Power and interdependence,"Keohane, Robert O.; Nye, Joseph S.",,MM,,2,0,0,0,Book,Background,1989,"Scott, Foresman",M,Associate,Theory,Masters,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,1,0
8822,Millennium - Journal of International Studies,"Ashley, Richard K.",,M,,1,0,0,0,Article,Background,1988,,M,Associate,Theory,Masters,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
8823,Metahistory: the historical imagination in nineteenth-century Europe,"White, Hayden V.",,M,,1,0,0,0,Book,Background,1973,Johns Hopkins University Press,M,Associate,Theory,Masters,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
8824,The Concept of Compliance,"Kingsbury, Benedict",,M,,1,0,0,0,Article,Background,1998,,M,Associate,Theory,Masters,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
8825,Realism reconsidered: the legacy of Hans Morgenthau in international relations,"Williams, Michael C.",,M,,1,0,0,0,Book,Background,2007,Oxford University Press,M,Associate,Theory,Masters,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
8826,"From Max Weber: Essays in sociology : Weber, Max, 1864-1920 : Free Download & Streaming : Internet Archive","Weber, Max","Mills, Charles Wright; Gerth, Hans Heinrich",M,MM,1,0,2,0,Book,Background,1946,Oxford University Press,M,Associate,Theory,Masters,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
8827,World Politics,"Rose, Gideon",,M,,1,0,0,0,Article,Background,1998,,M,Associate,Theory,Masters,0,1,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
8828,Sanctions as a gendered instrument of statecraft: the case of Iraq,"Buck, Lori; Gallant, Nicole; Nossal, Kim Richard",,FFF,,0,3,0,0,Article,Background,NA,,M,Associate,Theory,Masters,1,1,1,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,1
8829,Criticism and the growth of knowledge,"Lakatos, Imre; Musgrave, Alan",,M,,1,0,0,0,Book,Background,1970,Cambridge University Press,M,Associate,Theory,Masters,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
8830,European Journal of International Relations,"Wight, Colin",,M,,1,0,0,0,Article,Background,1999,,M,Associate,Theory,Masters,0,1,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
8831,Contending approaches to international politics,"Bull, Hedley; Singer, J. David","Knorr, Klaus; Rosenau, James N.",MM,MM,2,0,2,0,Book,Background,1969,Princeton University Press,M,Associate,Theory,Masters,0,1,0,0,0,0,0,1,0,0,0,0,FALSE,1,0,1,1,0
8832,International Security,"Schroeder, Paul",,M,,1,0,0,0,Article,Essential,NA,The MIT Press,M,Associate,Theory,Masters,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,0,1
8833,The origins of alliances,"Walt, Stephen M.",,M,,1,0,0,0,Book,Background,1987,Cornell University Press,M,Associate,Theory,Masters,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
8834,Engaging China: the management of an emerging power,"Schweller, Randall L.","Johnston, Alastair I.; Ross, Robert S.",M,MM,1,0,2,0,Book,Background,1999,Routledge,M,Associate,Theory,Masters,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
8835,The conduct of inquiry in international relations: philosophy of science and its implications for the study of world politics,"Jackson, Patrick Thaddeus",,M,,1,0,0,0,Book,Essential,2011,Routledge,M,Associate,Theory,Masters,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
8836,International Organization,"Grieco, Joseph M.",,M,,1,0,0,0,Article,Background,1988,The MIT Press,M,Associate,Theory,Masters,0,1,0,0,1,1,1,1,0,0,0,0,FALSE,0,0,1,0,1
8837,Meaning and context: Quentin Skinner and his critics,"Skinner, Quentin; Tully, James",,MM,,2,0,0,0,Book,Essential,1988,Polity,M,Associate,Theory,Masters,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,1,0
8838,Monthly review,"Frank, A.G.",,M,,1,0,0,0,Article,Background,1966,,M,Associate,Theory,Masters,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
8839,International relations and the problem of difference,"Inayatullah, Naeem; Blaney, David L.",,MM,,2,0,0,0,Book,Background,2004,Routledge,M,Associate,Theory,Masters,0,1,0,0,0,0,0,1,0,0,0,0,FALSE,1,0,1,1,0
8840,The Yale Law Journal,"Koh, Harold Hongju",,M,,1,0,0,0,Article,Background,1997,,M,Associate,Theory,Masters,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
8841,The structure of scientific revolutions,"Kuhn, Thomas S.",,M,,1,0,0,0,Book,Background,1970,University of Chicago Press,M,Associate,Theory,Masters,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
8842,International Security,"Legro, Jeffrey W.; Moravcsik, Andrew",,MM,,2,0,0,0,Article,Essential,1999,,M,Associate,Theory,Masters,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
8843,The British Journal of Politics and International Relations,"Steans, Jill",,F,,0,1,0,0,Article,Background,2003,,M,Associate,Theory,Masters,1,1,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
8844,Discipline and punish: the birth of the prison,"Foucault, Michel; Sheridan, Alan",,MM,,2,0,0,0,Book,Essential,1979,Penguin,M,Associate,Theory,Masters,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,1,0
8845,Review of International Studies,"Kurki, Milja",,F,,0,1,0,0,Article,Essential,2006,,M,Associate,Theory,Masters,1,1,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
8846,"Replenishing the earth: the settler revolution and the rise of the Anglo-world, 1783-1939","Belich, James",,M,,1,0,0,0,Book,Background,2009,Oxford University Press,M,Associate,Theory,Masters,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
8847,The Mystery of Legal Obligation,"Koskenniemi, Martti",,M,,1,0,0,0,Article,Background,2011,,M,Associate,Theory,Masters,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
8848,The empire of civil society: a critique of the realist theory of international relations,"Rosenberg, Justin",,M,,1,0,0,0,Book,Background,1994,Verso,M,Associate,Theory,Masters,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
8849,International Affairs,"Buzan, Barry",,M,,1,0,0,0,Article,Essential,2010,,M,Associate,Theory,Masters,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
8850,International relations in political thought: texts from the Ancient Greeks to the First World War,"Thucydides; Machiavelli, Niccolo; Hobbes, Thomas","Brown, Chris; Nardin, Terry; Rengger, N. J.",MMM,MMM,3,0,3,0,Book,Essential,2002,Cambridge University Press,M,Associate,Theory,Masters,0,1,0,0,0,0,0,1,0,0,0,0,FALSE,1,0,1,1,0
8851,Beyond constitutionalism: the pluralist structure of postnational law,"Krisch, Nico",,M,,1,0,0,0,Book,Background,2010,Oxford University Press,M,Associate,Theory,Masters,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
8852,International Studies Quarterly,"Lake, David A.",,M,,1,0,0,0,Article,Essential,2011,,M,Associate,Theory,Masters,0,1,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
8853,Are Legal Norms Distinctive?,Finnemore Martha,,F,,0,1,0,0,Article,Essential,2000,,M,Associate,Theory,Masters,1,1,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
8854,Individual rights and the making of the international system,"Reus-Smit, Christian",,M,,1,0,0,0,Book,Background,2013,Cambridge University Press,M,Associate,Theory,Masters,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
8855,Politics among nations: the struggle for power and peace,"Morgenthau, Hans J.",,M,,1,0,0,0,Book,Background,1978,Knopf,M,Associate,Theory,Masters,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
8856,Political Studies,"Jackson, Robert H.",,M,,1,0,0,0,Article,Essential,1999,,M,Associate,Theory,Masters,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
8857,Review of International Studies,"Wendt, Alexander",,M,,1,0,0,0,Article,Background,2004,Cambridge University Press,M,Associate,Theory,Masters,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,0,1
8858,International Security,"Krasner, Stephen D.",,M,,1,0,0,0,Article,Background,1996,,M,Associate,Theory,Masters,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
8859,The power of legitimacy among nations,"Franck, Thomas M.",,M,,1,0,0,0,Book,Background,1990,Oxford University Press,M,Associate,Theory,Masters,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
8861,International Studies Quarterly,"Ashley, Richard K.; Walker, R.B.J.",,MM,,2,0,0,0,Article,Essential,1990,Wiley,M,Associate,Theory,Masters,0,1,0,0,0,0,1,0,0,0,0,0,FALSE,1,0,1,0,1
8862,Feminist theory and international relations in a postmodern era,"Sylvester, Christine",,F,,0,1,0,0,Book,Background,1994,Cambridge University Press,M,Associate,Theory,Masters,1,1,1,1,0,1,0,1,0,0,0,0,FALSE,0,0,0,1,0
8863,International Organization,"Jahn, Beate",,F,,0,1,0,0,Article,Background,2005,Cambridge University Press,M,Associate,Theory,Masters,1,1,1,1,0,1,1,1,0,0,0,0,FALSE,0,0,0,0,1
8864,Imperialism and internationalism in the discipline of international relations,"Long, David; Schmidt, Brian C.",,MM,,2,0,0,0,Book,Background,2005,State University of New York Press,M,Associate,Theory,Masters,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,1,0
8865,Review of International Studies,"Wendt, Alexander",,M,,1,0,0,0,Article,Essential,1998,Cambridge University Press,M,Associate,Theory,Masters,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,0,1
8866,Legitimacy and Legality in International Law: An Interactional Account,"Brunne, Jutta; Toope, Stephen J.",,FM,,1,1,0,0,Book,Essential,2010,Cambridge University Press,M,Associate,Theory,Masters,0.5,1,1,0,0,0,0,1,1,0,1,0,FALSE,0,1,0,1,0
8867,Security Studies,"MacKenzie, Megan",,F,,0,1,0,0,Article,Background,2009,,M,Associate,Theory,Masters,1,1,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
8869,European Journal of International Relations,"Kirby, Paul",,M,,1,0,0,0,Article,Background,2013,,M,Associate,Theory,Masters,0,1,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
8870,"Why fight: Humanitarianism, principles, and post-structuralism","Campbell, David",,M,,1,0,0,0,Article,Essential,NA,,M,Associate,Theory,Masters,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
8871,European Journal of International Relations,"Barkawi, Tarak; Laffey, Mark",,MM,,2,0,0,0,Article,Background,1999,,M,Associate,Theory,Masters,0,1,0,0,0,0,1,0,0,0,0,0,FALSE,1,0,1,0,1
8872,"Offense, defense, and war","Brown, Michael E.",,M,,1,0,0,0,Book,Background,2004,The MIT Press,M,Associate,Theory,Masters,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
8873,Review of International Studies,"Roberts, Geoffrey",,M,,1,0,0,0,Article,Essential,2006,,M,Associate,Theory,Masters,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
8874,European Journal of International Relations,"Lawson, George",,M,,1,0,0,0,Article,Essential,2012,,M,Associate,Theory,Masters,0,1,0,0,1,1,1,0,0,0,0,0,TRUE,0,0,1,0,1
8875,The international studies encyclopedia. Vol.3,"Barkawi, Tarak","Denemark, R.A.; Gil-Egui, Gisela",M,MF,1,0,1,1,Book,Essential,2010,Blackwell Publishing,M,Associate,Theory,Masters,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
8876,The Journal of Interdisciplinary History,"Levy, Jack S.",,M,,1,0,0,0,Article,Background,1988,The MIT Press,M,Associate,Theory,Masters,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,0,1
8877,Security Studies,"Wilcox, Lauren",,F,,0,1,0,0,Article,Background,2009,,M,Associate,Theory,Masters,1,1,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
8878,Let's Argue,"Risse, Thomas",,M,,1,0,0,0,Article,Background,2000,,M,Associate,Theory,Masters,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
8879,Power in global governance,"Lipschutz, Ronnie","Barnett, Michael N.; Duvall, Raymond",M,MM,1,0,2,0,Book,Essential,2005,Cambridge University Press,M,Associate,Theory,Masters,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
8880,Political Studies Review,"Lane, Jan-Erik","Booth, Ken",M,M,1,0,1,0,Article,Background,2013,,M,Associate,Theory,Masters,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
8881,European Journal of International Relations,"Adler, Emanuel",,M,,1,0,0,0,Article,Background,1997,,M,Associate,Theory,Masters,0,1,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
8882,Restyling the subject of responsibility in international relations,"Jabri, V.",,F,,0,1,0,0,Article,Background,NA,,M,Associate,Theory,Masters,1,1,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
8883,The Souls of White Folk,"Du Bois, W.E.B.",,M,,1,0,0,0,Book,Background,NA,,M,Associate,Theory,Masters,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
8884,Why 'soft power' isn't so soft: Representational force and the sociolinguistic construction of attraction in world politics,"Mattern, J.B.",,F,,0,1,0,0,Article,Essential,NA,,M,Associate,Theory,Masters,1,1,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
8885,International Studies Quarterly,"Buzan, Barry; Lawson, George",,MM,,2,0,0,0,Article,Essential,2013,,M,Associate,Theory,Masters,0,1,0,0,0,0,1,0,0,0,0,0,FALSE,1,0,1,0,1
8886,Rethinking international relations,"Halliday, Fred",,M,,1,0,0,0,Book,Background,1994,Palgrave Macmillan,M,Associate,Theory,Masters,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
8887,A Genealogy of Sovereignty,"Bartelson, Jens",,M,,1,0,0,0,Book,Background,1995,Cambridge University Press,M,Associate,Theory,Masters,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
8888,"The Geology of International Law - Governance, Democracy and Legitimacy","Weiler, J.H.H.",,M,,1,0,0,0,Article,Background,NA,,M,Associate,Theory,Masters,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
8889,The limits of international law,"Goldsmith, Jack L.; Posner, Eric A.",,MM,,2,0,0,0,Book,Background,2005,Oxford University Press,M,Associate,Theory,Masters,0,1,0,0,0,0,0,1,0,0,0,0,FALSE,1,0,1,1,0
8890,Millennium - Journal of International Studies,"Kratochwil, Friedrich V.",,M,,1,0,0,0,Article,Essential,2000,,M,Associate,Theory,Masters,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
8891,Theorising international society: English school methods,"Navari, Cornelia",,F,,0,1,0,0,Book,Background,2009,Palgrave Macmillan,M,Associate,Theory,Masters,1,1,1,1,0,1,0,1,0,0,0,0,FALSE,0,0,0,1,0
8892,The realist tradition and the limits of international relations,"Williams, Michael C.",,M,,1,0,0,0,Book,Background,2005,Cambridge University Press,M,Associate,Theory,Masters,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
8893,Gender matters in global politics: a feminist introduction to international relations,"Shepherd, Laura J.",,F,,0,1,0,0,Book,Background,2010,Routledge,M,Associate,Theory,Masters,1,1,1,1,0,1,0,1,0,0,0,0,FALSE,0,0,0,1,0
8894,International theory: the three traditions,"Wight, Martin","Wight, Gabriele; Porter, Brian",M,FM,1,0,1,1,Book,Background,1991,Leicester University Press,M,Associate,Theory,Masters,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
